label,text
0,輸入錯誤之後重新輸入三次沒有跑出結局
0,請繳交完整程式碼
0,註解結尾需要有句點，不然會不符合Google CheckStyle。還有Greet.java的@param上面要空一行
1,沒寫所以很整齊
0,compare要回傳String[]才行，然後要在Main檔裡面判斷後輸出遊戲結果，不要懷疑，因為我一開始也是跟你寫一樣概念，問了助教也被要求要改了，很白癡的題目，所以請更正吧
0,輸出結果符合題目要求
1,是，完全沒有問題
0,排版整齊，但程式未完成
0,GeneralGame跟AdvancedGame中如果在if else判斷裡面呼叫generateGestureByRandom() 會重複呼叫出來的值都會不一樣。
0,"Output format is ""Score Average: %.2f\n"" , remember to add space and print newline."
1,"有符合
"
0,有整齊，方便閱讀
0,"Input taxi driver: K
Input taxi price: 5
Input taxi way: 20
Input train driver: L
Input train price: 2.3
Input train road: 6
Input train driver: I
Input train price: 6.6
Input train road: 3
All driver and price
K 100.0
L 13.799999999999999
I 19.799999999999997

output 再進行些微修改會更好"
0,不符合規定
1,是，整齊乾淨
0,還是沒寫
0,記得要寫註解~
0,我第一次測試就出錯，但是之後除了出錯外，也有成功出現勝利、失敗、平手，我只能說非常神奇!!!
0,comges不符合變數命名標準
0,"	
輸出要是整數，因為題目測試結果沒有小數點"
0,這次不用印變數
0,並沒有寫JavaDoc
0,是 排版整齊
0,"import在標準格式後應有一行空行
建議打完程式時可用CTRL+ALT+L來檢查喔~"
1,好棒
1,空
0,StringOperation.java的length打成lenth了
0,main的weight應該是要用double輸入
0,變數命名正確且有進行初始化
0,"/**
 *
 *
 *@param args 註解
 */
main funtion上少了這個@param args"
0,"第49行：
average = (double)sum / 5;
在google check中，資料型態的轉換後需要空格
average = (double) sum / 5;"
0,記得寫作業~
0,助教 有說過switch不能以較新版本的寫法 這樣我沒辦法執行程式
0,沒有寫JavaDoc
0,Good 命名都符合標準
0,清楚可以理解。 (This is the demo of handing HW 結尾好像少了 . )
0,win跟lose完還要一行gameover
0,不符合GOOGLE規範
1,google表示不喜歡你的排版
0,output有誤，數字打錯
1,我感受到你對這份作業付出了某種無言的努力，但具體來說，它還是沒有實際內容，所以這次的分數是0分。
0,執行結果符合，但變數個數未達到要求
0,隨機生成 OrderCake 或 ReadyMadeCake再要求使用者輸入所需資料，而非輸入全部資料後生成物件
0,Student檔案沒寫JavaDoc。
0,小數點後只會輸出00
1,沒有 記得加喔~~
0,符合題目敘述 很棒
0,作業正確
1,符合，寫得很好
0,bmi沒有進位到小數點後第二位
1,"很棒
"
0,第一題是要印 “Hello ANDY !”
1,依舊沒寫
1,沒做功課喔!!
0,平均值應該每一組獨立輸出
0,有印出要求!讚
1,下次跟標準
1,符合要求˙
1,沒有寫。
1,什麼都沒有...
0,沒有用到java doc
0,enum沒有JavaDoc
0,變數沒初始化喔
0,多或缺空格空行 不符規定
0,Good 變數命名符合標準
1,好啦
0,"Cake裡的name、rate要初始化
OrderCake的weight要初始化
ReadyCake的quantity要初始化"
0,GOOD!!註解寫得非常清楚
0,Good 有印出Hello World!
1,繳白卷哦....
0,不用輸出總分
1,目前最棒的一個！
0,沒寫(是沒上傳到嗎@@)
0,Average沒辦法輸出float
1,正確
1,"有符合
"
0,"否,沒有寫JavaDoc"
0,double初始值為0.0
0,輸出文字未達要求，並且輸出型態為Int(應為Float、Double)
0,排版整齊且符合googlecheck標準
0,要先random出蛋糕類型再要求使用者輸入相對的資料
0,有符合Google Style
0,There's nothing.
1,應該ㄅ
0,StringOperation.java每行開頭的空格數不符合Google CheckStyle
1,"white
"
0,局數輸錯會輸出Please re-enter game count.(3 or 5)和Please enter game count.(3 or 5)
1,很棒 很整齊
0,皆有符合題目需求
0,排版整齊，但還是不符合Google Checks之規定
0,沒有符合google check style的
0,未輸出提示輸入字串
0,有符合類別命名
0,String input 忘記初始化
0,正確 符合題目要求
0,印不出來喔，System.out.println的S要大寫
0,"輸入無效的身高/體重時，缺少提示訊息""請輸入某人的身高/體重 ""和標點符號。"
1,真標準
1,很棒
0,要記得寫JavaDoc喔~~
1,還是讚
0,showBMI的BMI只要B大寫就好
1,pass!
0,"按照題目要求，compareGame()要改成compare()
系統生成手勢與使用者輸入手勢比較之結果要存入「字串陣列中」
Please enter the gesture.改成Please enter your gesture.
輸出遊戲結果要在Main class裡不是Game class
跟助教確認過，輸入錯誤只需要重新輸入一個，不需要三個都重新輸入
"
0,@param前面要一個空行、還有Javadoc打完要記得加逗號
0,寫得真好，有用到ignore
0,整齊，Checkstyle也說讚
0,"Google check 回傳:
1. First sentence of javadoc missing an ending period.
   -> class 或 method 的開頭描述結尾要加上句號
2. javadoc tag ""@param"" should be preceded with the empty line.
   -> @param 前一行要為空白，如果多一個space也會判定為錯誤"
0,沒有將輸入的猜拳字串轉換為Enum型態並存入陣列
0,並未在grade(HashMap)的setter(getGrades)改寫為儲存以及將String轉成大寫的功能。
0,"已修正出現重複的數字的問題!
然而，印出平均值(avg)時發生錯誤，重複印出了數值。"
0,generalGame的play少寫javadoc
0,符合規定，寫得很清楚
0,輸出跟範例不一樣，範例在re-enter後還有一句enter
0,"第一題：第10行的等號前後要加空格、第14行的加號前後要加空格
第二題：第六行字數超過100字、第21,22行的註解跟分號中間應有空格"
0,JavaDoc清晰易懂喔
0,"註解的縮排注意一下
"
0,輸出冒號後要空格
0,"Homework requires init with constructor , not using a method for initialize.
As sample data std1 , you should init it as Student(""Tom"", 18, 170, 62);"
0,整齊 方便閱讀
0,"否，Cake檔裡面的name, rate，OrderCake.java裡的weight，ReadyMadeCake裡的quantity及Main檔裡面的name, rate, weight, quantity均未作初始化。"
0,平手應該繼續玩，而不是結束程式，且怎麼試都是平手
0,Main.java第42行多打了type，也許修改後忘記push了
0,有些變數並未初始化
0,googlecheck沒用過
0,"a.play(user) 要改成 flag = a.play(user) 不然永遠為true，且最後若已結束遊戲要印""Game over."""
0,BMI只取到小數點第二位
0,"Total price of all cakes:6.460000000000001
顯然有問題"
1,符合 讚!
0,grade是要輸入的值，讓它等於零是多餘的
0,是的，符合JavaDoc的規範。
0,"沒有符合""將系統生成之手勢與使用者輸入之手勢相比較並將結果存入字串陣列中"""
0,否，題目要求印出 Cake Array 中所有 Cake 物件的名稱以及倍率，不需要將 Cake Array 中所有 Cake 物件的價格一個一個印出來，只需要印出 Cake Array 中所有 Cake 物件的總價格。
0,問題已修正
0,是的，符合JavaDoc規範  。
0,只看到註解，沒有code?
1,很好~
1,"Feedback
"
0,輸入及輸出符合要求
1,是的~
0,若遊戲結果為平手則重複遊戲直到分出勝負
0,是的，排版整齊。
0,Taxi 跟 Train的Get沒做
0,有些沒有初始化
1,是的，超棒！
0,"程式並無回傳比賽結果。將回傳的結果存在字串再去判斷即可。 
(小建議:可以把while裡的 ||換成 &&就不用再寫if去判斷了)
"
0,"有小錯誤。
在ThreeCProduct.java中，turnOff()應依題目印出""3C shut down""而非""3C power off""。"
1,為少數類別賦予較高的權重?
0,PlayGenerator.java的'@return' 前面應有一個空行。
1,有的~很整齊
1,100分
1,符合！
1,棒
0,"不符合Google 規定，
tab須改用 double space"
0,不符合，輸入錯誤的話應該要立刻就重新輸入才對
0,有寫JavaDoc，讚讚
1,是整齊的
0,"重新輸入 應該是指 該次錯誤重新輸入 不是全部重計
然後在印出""Please enter your gesture"" 應該換行"
0,是，score以及average都有提及
0,記得寫Javadoc
0,"是,完全符合 詳細好理解"
1,有～
0,student.java沒有javadoc
0,"第一題：17行加號前後要加空格
第二題：25、26行的分號後面要加空格"
1,整齊易懂
0,不符合google checks
1,setNameandAge......
0,是抽出五個號碼不是六個喔
0,第一題題目只要求宣告一個變數
0,程式碼空白
0,符號前後空格要注意一下
1,是，超棒的~
0,排版整齊，但  ; 後面的註解要一個空格
1,這個也有！
0,還是沒有javadoc
0,有初始化
1,超整齊
0,"Output format is ""Score Average: %.2f\n"" , remember to add newline.
HW3 requires reinput when score is not legal and try until get 5 legal scores , your code won't check score when the last input is ilegal."
0,"Please re-enter the gesture 少句號
正確 -> Please re-enter the gesture."
0,利用Reduce the random range來抽出隨機數，獨特的寫法! 然而當範圍大時，會需要大量記憶體空間。
0,平手後不會重來，且不管怎麼玩都是平手，在GeneralGame.java和AdvancedGame.java的play 方法裡要呼叫方法裡要呼叫generateGestureByRandom()，不是在Main.java裡呼叫，且Switch 块未定义 default 。[MissingSwitchDefault]，PlayGenerator.java裡generateGestureByRandom()應為Gesture型態，且要有回傳值
0,有符合變數命名
0,getBMI這個命名有問題 不能有連續大寫字母
1,"否
"
1,不符合！
0,class Main與其JavaDoc應間隔一行
0,我下載的檔案缺少playgenerator class 所以無法執行
0,main class 上沒有 java doc
0,是的，符合規範且撰寫完善
0,沒有對變數進行初始化
1,goooooood
0,符合撰寫標準喔
0,有轉換成功，不過題目要求變數宣告要是 int (整數型態)，且不用再另外開一個 .java 檔，src 內已經有 Temperature.java
0,GOOGLE規範中標註命名不能用超過一個連續大寫
0,很多東西都不符合Google check style
0,是的，符合標準。
0,沒有寫Java Doc註解
0,無變數需命名
0,命名符合要求
0,符合題目要求 但不知道為甚麼下載下來跑不動 我是複製貼上到新的IntelliJ才跑得動的
0,執行結果有符合題目要求，但變數過多，題目只要求三個
0,很棒可以用equalIgnore
0,是的，排版整齊乾淨。
1,棒棒棒棒
0,"第11行應寫為
* print out average
請與上方的敘述排版一致"
1,none
0,沒有變數哭了
0,Main.java 第26行，input需初始化
1,paaaaaas~
1,阿斯
0,無程式碼
1,非常棒 很完整
0,結果有符合題目需求
0,Student檔還是沒有初始化耶
0,完全符合要求
1,整齊簡單
0,此次沒有變數命名
0,HighSpeedRail 裡面沒有寫到getter&setter
1,還沒寫完了
1,"讚
"
0,"第一題：要輸出""Hello ANDY !""，不是Hello ANDY ! 
第二題：先印出index of last 'n': 59，再印出Computer，順序反了"
0,Google Checkstyle有顯示在Student的類別裡面有缺少的Java doc
0,Javadoc符合規範
0,"1. 應加上類似這樣的註解
/**
 * This is a StringOperation demo class.
 */
public class StringOperation {
/**
   * This is the main method.
   *
   * @param args output 指定句子.
   */
...
}
2. 程式碼與註解間應至少加上一個空格
3. System.out.println(""length: ""+ len);   --> System.out.println(""length: "" + len);
4. String sub = sentence.substring(28,35);  --> String sub = sentence.substring(28, 35);
     String replaced = sentence.replace(""e"",""1"");  --> String replaced = sentence.replace(""e"", ""1"");"
0,沒有符合google style
0,"不知道是用的版本太新的關係，那個IDEA我沒辦法跑
不過單從程式碼上看沒什麼太大的問題"
1,有符合 讚讚
0,是的，符合題目要求
0,output bmi 卻寫成 name
1,很整齊
0,"第三行輸出,Name改成BMI"
0,變數 aG 不符 checkstyle
1,Perfect
0,"有符合題目要求
"
1,是。做得好java人。
0,排的很好，沒有缺點
0,作業並未完成撰寫
0,"Main檔中第66行偵測出黃色警告，因為印出來的字串中並沒有包含%d,%s,%f,%c.....等格式化输出，所以沒有必要用到printf，使用print即可(我有上網查過了)"
0,JavaDoc位置錯誤 應在public前面 放後面不符合Google checkstyle
1,優
0,"1.ReadyMadeCake & OrderCake 檔中的變數均無初始化
2.Ｍain檔中變數totleQuantity ＆ quantityTotlePrice ＆ totle 拼字錯誤 “total"""
0,空格的地方可以多注意
0,都對！但是程式碼太長
0,未依題目指示作答
0,符合命名標準
1,絕
0,pass 有些空格分行可以稍微整理統一一下會比較整齊
0,否，Main檔中的大括號與大括號間有多個空行應去除。
0,輸出錯誤，你compare方法裡的 else if (arr1[i] == Gesture.scissors && arr[i] == Gesture.stone) 應該是lose++ 而不是 win++
1,有欸！
0,程式內無JavaDoc
0,變數命名符合標準
0,google check檢測到大量錯誤
0,非常非常棒，符合題目要求
0,有印出Hello World!，讚。
0,可以加上註解，這樣可以更清楚每一行 code 在做什麼
0,"Main.java 第四行後應有一行空行，，第18行大括號與註解間應有一個空格，第23行if後與大括號前少各一個空格 Game.java 第5, 6, 14, 36行後應各有一空行，第21, 23, 25 分號與註解間應有一格空格"
0,你可以去研究微調 (Fine-tuning) 是在預訓練模型的基礎上
0,中規中矩，但程式碼偏凌亂、複雜
1,有寫 非常棒
0,"輸入身高體重要位於1~300 所以判斷式 應該是 if(height<1||height>300)
我輸入0 沒有判斷重新輸入"
0,命名符合題目要求
0,輸入3個得遊戲的結果，贏的時候不會停止，平手不讓人再輸入一次，輸入5個得遊戲的結果，有一個結果不會顯示
0,"使用 google check style 會出現很多問題，像是for (int i ...)，""for""與""( )""中間要隔一個空格"
0,要記得寫JavaDoc喔><
0,有空白格或空白行在不該出現的地方
1,符合˙
0,"你有初始化 enum value，所以 play 可以這樣寫：
if(user[i].getValue() != sysGesture[i].getValue()) {
                winCount += (user[i].getValue() > sysGesture[i].getValue() ? 1 : -1);
            }"
0,輸入時print點東西出來
0,Game.java中的compare函式須加上@param和@return。Main.java中的main須加上@param
0,14行的score沒有初始化
0,"1. 你的輸出為""Hello ANDY"", 題目為""Hello ANDY !"""
1,有符合 超棒
1,棒！
0,開頭無詢問局數文字
0,"AdvancedGame.java裡面Gesture computer要初始化
GeneralGame.java裡面Gesture computer要初始化"
0,體重輸入0.9會有問題
1,可
1,Great!!!!!!
0,Main裡的flag2沒有初始化。
0,已成功更改輸出toString內的結果
1,是，都有符合！
0,有符合題目的輸出要求
0,可以去看助教講義第41頁
0,若輸入錯誤要三個全部重輸 ( i--要改掉 改成 i = 0 )
0,寫得真好，註解清晰
0,"是，
變數命名為score及average"
0,應加上更詳細註解，且輸出可以更加完整
1,你沒寫所以就沒有錯
1,寫得真好，變數名稱太帥拉
1,要記得寫作業喔><
0,組別跟平均只有第一組是對的
0,程式碼淺顯易懂
0,class PlayGenerator 不符合 javadoc
1,沒有東西喔
0,"Greet:輸出不符合標準
StringOperation:index of last 'n'輸出多一個空格 "
1,對
0,是，變數也無過多情況
0,"我無法運作此程式，至少在我的電腦上不行。
當我輸入小於5的整數時，他能要我再輸入新的數，而當我輸入大於5他卻沒有印出結果。
我不是很肯定為甚麼無法運行，但在我的電腦上，你可以看到 App 的 else 裡面 ""int num[] = new int[5];""這行的 ""new int[5]"" 是灰色的。如果我沒記錯，這表示這個東西是未被使用的，所以我想，下一行應該未存取到你的隨機數字陣列。

在我觀察你的程式時還有一個小問題，你的輸出之間是沒有空格的，也就是說你的 num 之間會全部黏在一起，影響閱讀。"
0,記得加上註解
1,Great
0,題目只說要兩個成員變數提供相對應的 Accessor(Getter) 公開方法，不需要Setter
0,Main.java，main上方須寫上傳入值args的解釋，EX: @param args input parameters.。 Student.java，兩個建構子及get、set函式皆須加上javadoc，@param用在解釋傳入值，@return用在解釋回傳值。
0,是，排版非常整齊。
0,會出現重複的數字。(可能需要多試幾次才能看出此問題)
0,嚴謹 有歸零
0,縮排是2格Space，不是4格Space
0,Way 記得轉成double，才不會出問題
1,你有記得耶QAQ，我忘了，你好棒！
0,程式碼不完整
0,input 應該自行判斷是weight 還是quantity
1,Good Perferct!
0,"縮排用2格不是4格 陣列 逗號前不用空格 if, while, switch 的括號後須有空格"
1,是  有完成
0,"Main的第二個JavaDoc裡面要加上@ param args (傳入參數的說明 )

範例在 物件導向設計實習 - 4 - ProgEdu P41的第二個"
0,要記得寫java.doc喔
0,JavaDoc沒有打完整
0,"第一題輸出為 “Hello ANDY !” ， """"上下引號需補上"
0,請宣告一個railway類別的物件陣列
0,整齊但不符合Google Checkstyle
0,"第一題的Hello ANDY還是沒有改成“Hello ANDY !”
第二題的題目是拆解sentence為單字並在console印出""Computer""，並非使用BOOLEAN來對照是否相同，應該使用SPLIT"
1,蘇胡
1,"good
"
1,啦啦啦
0,有照規則命名
0,"可以加一點點註解
排版要注意"
0,"student 的 JavaDoc 寫 ""How to lose"" 不是很懂"
1,是，讚喔
0,Good 變數命名都有符合標準
0,完成題目要求，且有加上註解
0,Gesture.java 與Game.java 中有很多項未符合Google check style
1,"OK
"
0,整齊，但縮排可以更符合google規範
0,小數點輸出未處理完善，特定測資會出錯
1,很標準
1,大致上沒有問題
0,"train 的計算怪怪的
Tom 50.7 24
再稍微注意一下"
0,超級棒!!連空格那些都有符合要求
0,輸出跟範例不一樣，範例在[Please re-enter game count.(3 or 5)]後還有一句[Please enter game count.(3 or 5)]
0,是，經checkstyle檢查後無異狀
0,每場比賽的結果須回傳到Main再輸出，勿直接在Game.java中輸出，請詳細看作業說明。
0,否 排版沒有照Google Check 縮牌沒有縮好
0,code完全空白，未完成作業!
0,input未初始化
0,"The programm will error when I input 4 as game count twice.
"
0,Total price and quantity of all ReadyMakeCake objects 少 : 冒號
0,比賽判斷錯誤，沒有在正確的檔案中輸出。
1,完美~
0,"還是沒有更改喔~是不是忘了
Student檔第19行註解格式錯誤"
0,"如果game count 輸入5後，會多印出了""Please re-enter the gesture."""
0,不符合Google Checkstyle標準
0,"否，缺少Gesture.java檔以及Game tie的字樣會一直被印出來。當雙方平手時，並不會出現""Please enter your gesture.""的字樣且每回合的結果都是Game tie，並不會出現""You win!""或是""You lose!""的字樣。而且，不會有遊戲結束的時候。"
0,符合題目，很棒!
0,"I think you misunderstand what does initialize with constructor mean.
As your sameple data allInput , it should be `new Student(""Tom"" , 18 , 162.4 , 70.5)`.
I think it has been explained clearly on Page.22 of `Defining Class 2`."
0,"沒有對變數進行初始化
詳情請見物件導向實習PPT 4的第42頁說明"
0,"沒完成。
若有完成作業，也許是最後修改的檔案你忘記再push一次"
1,超過100分
0,是，符合標準
0,"System.out.println(""Hello World"");"
1,1
0,要檢查Feedback資料是否正確
0,分出勝負以後遊戲沒有結束
0,無變數
0,Game.java中class的javaDoc應與前行的import隔一空行
0,Tom不用輸入數值 要自己預設好
0,註解可以寫得更詳細一點
0,"沒寫code
"
0,Greet.java 缺少 JavaDoc
0,否，Google Checks 有地方有錯
1,是是
1,Good Job!
0,Main.java裡面註解縮排有錯喔
0,作業完成
0,當輸入101到109的時候，不應該輸出A。
0,"	
因為 LotteryGenerator中是while(this.maxNumber < this.lotteryNumbers)
因此lotteryNumbers要是5，當maxnumber==5時，才會有輸出值"
1,有！你好猛！是我第一個評到有按照規定排版的！
0,撰寫得容易理解
0,正確的應該是scissors 而不是scissor
1,right
0,"你的最後一行的print
System.out.format(""Score Average:%2f"", avg / 5);
要%.2f
要有小數點才會取餘數到第二位"
0,startgame要改startGame
1,整齊!整齊!
1,微調 (Fine-tuning) 是在預訓練模型的基礎上
0,有輸入不在範圍的值的話，在print的時候就會有問題。
0,有整齊 方便閱讀
0,ggame agame g應大寫
0,total_price命名方式錯誤
0,Main還沒有寫完
0,兩個都沒有javadoc
1,前處理
1,無
0,有寫出JavaDoc
0,建構子上面要有註解，output的方法上要有註解
0,宣告變數後都有初始化
0,符合規範
0,假如打錯，應要重新讓使用者輸入三個
0,變數使用正確
0,類別，助教預設的
0,是，輸出符合要求
0,是 符合標準
1,yes
0,Main 裡面的變數 n 沒有進行初始化。
0,成績判斷部分 輸入100會輸出F       輸出部分  你的成績前面多了一個$
0,"寫法不太一樣,值得學習"
0,在最後增加scanner.close();會更好
0,第一次詢問局數時沒加(3 or 5)
0,否，排版未依照google規範
0,沒有使用註解!
1,未繳交
1,超強
1,Nice~
1,bad
0,"compare沒有將每輪系統生成之手勢與使用者輸入之手勢相比較並將結果存入字串陣列中
然後Game tie 後面沒有 ! 喔~"
1,Excellent
0,沒有完成作業
1,佳
1,是! 讚
1,"完美 !
"
0,超棒的!!!，然後equal可以用ignore的
0,你裡面是空的，沒有程式
0,之前的錯誤沒改，可能是改完後忘記push了
0,正確無誤，有註解更易解讀!
1,是，很棒！
1,好好好
0,有詳細註解 讚
0,中間可以分段一下ㄛ
0,greet的main上面沒有@param args的註解
0,系統並非隨機生成猜拳手勢，輸入固定組合會得到相同結果
0,"否  Student Tom,Marry,Sam應命名為字首小寫 可以改為 stdTom,stdMarry,stdSam"
0,每個public都要有JavaDoc
0,第二題的javadoc有少了一個.
0,還是一堆checkstyle 錯誤 ，有些地方要空格
1,根據預測的類別輸出結果
1,強
1,0
0,排版非常整齊
0,"Input taxi driver:5
Input taxi price:5
Input taxi way:200
Input train driver:G
Input train price:3.3
Input train road:6
Input train driver:J
Input train price:5.5
Input train road:3

All driver and price:
5 1000.0
G 19.799999999999997
J 16.5

output 再加油"
1,有符合
0,否，請輸入的字樣只需要出現一次。
0,有些檔案沒過
0,if跟switch都有用到讚
0,要排版哦(用CheckStyle檢查看看)
0,GeneralGame.java和AdvancedGame.java，Switch 块未定义 default 。[MissingSwitchDefault]
0,本次作業無需使用變數的部分
0,第一個物件助教的意思應該是身高體重自己設計去跑BMI 不是直接輸出24.86
0,如果輸入手勢不符合，需重新輸入的話，也要能夠輸入正確count數量的手勢喔
0,"javadoc要補上""傳入值""的解釋"
0,是，有合適註解，沒有過於簡短的問題
0,Main.java第5行要空格
0,Wrong Answer: City.java第12行有錯誤。Main.java cityPopulation變數有錯誤
0,"1. 成員變數要private
2. 勝負要用字串存"
0,"一樣是一行解決的部分，可以再修改一些，不必要太多的運算出現
但整體寫的還是很棒、很精簡"
0,不符合要求
1,沒辦法執行
0,"有回傳值method的JavaDoc忘記加上 @return (回傳值的解釋)
ex:PlayGenerator的generateGestureByRandom()、GeneralGame的play()"
1,空白
0,沒有宣告初始化
0,"""Hello World!"" not ""hello world"" "
1,good啦
1,"整齊
"
0,無方法須命名
0," * @param name input parameters.
 * @param age input parameters.
 * @param height input parameters.
 * @param weight input parameters.
public Student(String name, int age, double height, double weight)
每一個public只要有輸入或return都要記得JavaDoc
 * @param return name
 public String getName() {
    return name;
  }
"
0,"要印出“Hello ANDY !” ，不是""HELLO ANDY""
還有多了一個string.java的檔案"
0,最後平均輸出沒有到小數點後第2位
0,注意一下game.java第30行要再多一個空行~~~
0,你是不是忘了git push?
1,讚
0,生成出來的樂透號碼沒有排序  而且下載下來中文會變亂碼
1,Nice~~~
0,什麼都沒有欸...再看看是不是沒有Push成功！
0,清楚明瞭
0,"是,且使用google check只有缺少了Java Doc而已"
0,沒有程式碼
0,"  public double bmi(double height, double weight) {
    return weight / ((height / 100.0) * (height / 100.0));
  }
裡的bmi 要變成 BMI，助教上課說javaDoc說錯不要理，因為他要大寫。"
0,"Cake的建構子前面不能加void，CheckStyle會報錯 
"
0,符合程式撰寫標準
0,作業未完成 main檔錯誤無法執行
0,很多地方需要用空格隔開。
0,程式碼區塊間可以有空行，這樣看起來會更整齊乾淨
0,無任何程式碼
0,"第一題沒有""　！＂
第二題甚至空白＝＝"
1,uncompleted
1,interesting
0,運行了都沒有看到輸出，研究你的程式好久才發現是需要我先輸入，先輸出提示讓執行者知道要輸出比較好歐，或是至少寫上註解讓人知道要輸入比較好，不過運行上是沒有問題的，讚讚
0,height weight 變數未初始化
0,"未改檔名 PlayGenerate.java 應為PlayGenerator.java
switch 助教有說請勿寫最新版本的寫法 造成我們的跑不動"
0,缺少Java Doc
1,太整齊了吧
0,沒有變數
0,BMIZ方法只要B大寫喔
1,"有的～～
"
0,main請加上@param。PlayGenerator.java中的generateGestureByRandom函式請加上@return。
0,平均值計算錯誤
0,無Transportation.java
0,沒有依題目命名變數
1,G
0,class Main裡面的JavaDoc不完整
0,第二題的index of last 'n' : 為59、以及Computer少一個r
0,score 沒有初始化
0,輸入錯誤時只需重新輸入那一個不用全部重新輸入
0,可行 但不能隨意更改輸入資料
1,你的程式設計過程類似於一次無法重演的旅程，雖然景點繁多，但卻未能達成目的地，因此評分為0分。
0,沒有寫Java Doc
0,你沒有寫到，下次記得
0,"符合Google Style規範 
"
1,應該是沒寫
0,程式碼編寫整齊，讚
0,沒有打程式
0,寫了很多註解，很容易理解
0,整齊，但是其中格式是錯誤的應該要空兩隔的，變成四格
0,沒完成。 若有完成作業，也許是最後修改的檔案你忘記再push一次
0,"否，當遊戲結果為輸時，回傳的結果是""You lose!""，而不是""You Lose""，少了驚嘆號及字母L應為小寫。還有""Please enter the gesture""和""Please re-enter the gesture""，均缺少了句點。"
0,沒有程式碼
0,SringOperation.java的檔案上傳成課堂上練習的東西了。
0,"符合標準
"
0,否，隨機生成的數字只有0
0,只叫我輸入cake的名字我不知道是要輸入哪一個有可能是order的也可能是ready的
0,AdvancedGame的play()忘記打JavaDoc了
1,太厲害了，竟然有記得加上去
0,Greet +少空格
0,"有符合題目要求print出""Hello World!"""
0,"for (int i = 0; i < railwayArray.length; i++) {
            Transportation railway;
            if (random.nextBoolean()) {
                System.out.print(""Input train driver: "");
                String driver = scanner.next();
                System.out.print(""Input train price: "");
                double price = scanner.nextInt();
                System.out.print(""Input train road: "");
                double road = scanner.nextDouble();

                railway = new Train(driver,price,road);
            }
            else {
                System.out.print(""Input taxi driver: "");
                String driver = scanner.next();
                System.out.print(""Input taxi price: "");
                double price = scanner.nextInt();
                System.out.print(""Input taxi way: "");
                int way = scanner.nextInt();

                railway = new Taxi(driver,price,way);

            }
            railwayArray[i] = railway;
        }
你的Train class 的price 的input 需是double型態，nextInt();=>nextDouble();"
0,PlayGenerator.java 跟 GeneralGame.java 各有1個排版問題，請用check style確認
1,寫得真完整
1,Good 很整齊
0,平手的輸出是Game tie唷!
0,"沒寫程式碼
"
0,印不出來，System 的 S 要大寫
0,是。畢竟這次沒命名。
0,但是可以不用同時加入setter 和 getter喔
0,"
Game tie 會直接結束"
0,"	
是的，符合標準。"
1,nice 以下是10筆更具學術風格的「無意義」作業回饋資料
1,完成 很棒
0,平手後即結束遊戲，需迴圈直到有勝負。win lose 的判斷有問題，可能需要debug 一下，有時stone vs stone 會有win++的問題
0,有達到要求
0,Please re-enter game count.(3 or 5) 後要接 Please enter game count.(3 or 5)
0,ReadyMadeCake的數量計算有誤
0,有符合要求
0,"符合要求
"
1,缺了些東西 不過還行
0,題目寫將系統生成之手勢與使用者輸入之手勢相比較並將結果存入字串陣列中
0,"GeneralGame.java中程式碼的格式有錯
第一行{前面應有空格
第四行for後面應有空格，{前面應有空格

"
0,你沒有輸入提示
0,Game類別中的compare方法的註解 要加一個@return 解釋回傳的值，雖然startGame方法中的radom樹已經固定了，但記得在swtich內加一個default，不然Check Style不會過
0,全部都沒有Javadoc
0,第二題Main裡面的JavaDoc可以再寫詳細點點
0,未上傳到Gesture類別QQ
0,符合規格，讚讚
0,"1. 沒有依題目要求作答
2. 輸入時，都是輸入Sam的身高跟體重，但題目還有要求輸入其他人"
0,"PlayGenerator.java裡面private Gesture computer無使用不須宣告
GeneralGame.java裡面int tie無使用不須宣告
AdvancedGame.java裡面int tie無使用不須宣告"
0,是。畢竟沒命名。
0,check style沒過
0,當猜拳輸入錯誤應該是當下那一拳不算而已 而不是全部重新算
1,"符合
"
0,"	
是的，符合題目要求。"
0,沒有JavaDoc，太壞了吧
1,有寫
0,程式跑不了
0,輸入是輸錯一次就要重輸不是三個輸完才重來，且有輸錯重來後就算輸入都對也跳不出迴圈，會一直要求重新輸入
0,整齊，但是縮排空格沒有依照老師的去做
0,沒javadoc
0,否，程式碼編譯失敗
0,要記得print出Hello World喔><
1,空白
0,是的，符合撰寫標準。
0,中規中矩，但輸出打錯字(還看得懂)pupulation->population
0,否，Main檔有撰寫及符合JavaDoc規範，但是Student檔裡面缺少JavaDoc的撰寫，分別在第二、十八、四十五、五十五行的地方
0,Main檔以外的檔案的變數要初始化，Ex : name、rate、weight、quantity
1,Awesome
1,沒內容
0,沒有加註解
0,"成績輸入後不須印出成績
輸出格式不符
但其他都對owob"
1,作業沒空寫?
0,你的main Function內的縮排有問題，不符合google style
1,有喔
1,模型 Forward
0,你正確成績可以輸入六次，不符合題目五次，且規定要用switch你用else  if
0,少一個Transportation
0,有達到要求 但可以把樂透號碼輸出的[]用掉會更好 很棒
0,javadoc放錯位置喔
1,很棒
