text,label
StringOperation.java每行開頭的空格數不符合Google CheckStyle,0
"yes
",1
我第一次測試就出錯，但是之後除了出錯外，也有成功出現勝利、失敗、平手，我只能說非常神奇!!!,0
很棒 很整齊,1
排版整齊，但還是不符合Google Checks之規定,0
main 沒有JavaDoc。,0
未輸出提示輸入字串,0
game tie後就game over了,0
正確 符合題目要求,0
印不出來喔，System.out.println的S要大寫,0
"student 的 JavaDoc 寫 ""How to lose"" 不是很懂",0
真標準,1
很棒,1
要記得寫JavaDoc喔~~,0
還是讚,1
AdvancedGame的play()忘記打JavaDoc了,0
pass!,1
整齊易懂,1
@param前面要一個空行、還有Javadoc打完要記得加逗號,0
寫得真好，有用到ignore,0
整齊，Checkstyle也說讚,0
"Google check 回傳:
1. First sentence of javadoc missing an ending period.
   -> class 或 method 的開頭描述結尾要加上句號
2. javadoc tag ""@param"" should be preceded with the empty line.
   -> @param 前一行要為空白，如果多一個space也會判定為錯誤",0
我下載的檔案缺少playgenerator class 所以無法執行,0
並未在grade(HashMap)的setter(getGrades)改寫為儲存以及將String轉成大寫的功能。,0
"已修正出現重複的數字的問題!
然而，印出平均值(avg)時發生錯誤，重複印出了數值。",0
"  public double bmi(double height, double weight) {
    return weight / ((height / 100.0) * (height / 100.0));
  }
裡的bmi 要變成 BMI，助教上課說javaDoc說錯不要理，因為他要大寫。",0
符合規定，寫得很清楚,0
check style沒過,0
"第一題：第10行的等號前後要加空格、第14行的加號前後要加空格
第二題：第六行字數超過100字、第21,22行的註解跟分號中間應有空格",0
JavaDoc清晰易懂喔,0
"註解的縮排注意一下
",0
符合JavaDoc規範，不過之後 args 後面之後可以寫 user input 或直接刪掉就好,0
是，方法命名符合要求,0
"(3 or 5)這邊多打了一個t, please enter your gesture. 不是 : 結尾, 當game tie 時, 不需重新輸入3 or 5, 而是直接重新輸入三個手勢, 好像沒有訂正之前的檔案耶
",0
超過一個連續的大寫字母之命名並不符合規範,0
"沒寫
",1
setBMI跟getBMI只需要B大寫,0
"未改檔名 PlayGenerate.java 應為PlayGenerator.java
switch 助教有說請勿寫最新版本的寫法 造成我們的跑不動",0
程式碼無法執行  可以把Cake的public刪掉看看,0
否，Main檔裡面的g3、g5、f均不符合變數命名的撰寫標準。,0
"Cake的建構子前面不能加void，CheckStyle會報錯 
",0
googlecheck回報一堆錯誤,0
並沒有寫JavaDoc,0
Main.java Google checkstyle有一項錯誤,0
問題已修正,0
enum Gesture 排版空了4格 應該空2格,0
只看到註解，沒有code?,0
"Main.java 第四行後應有一行空行，，第18行大括號與註解間應有一個空格，第23行if後與大括號前少各一個空格 Game.java 第5, 6, 14, 36行後應各有一空行，第21, 23, 25 分號與註解間應有一格空格",0
Cake、OrderCake、ReadyMadeCake那邊的方法沒有@param 和 @return,0
是的~,1
advancedGame的play沒有javadoc,0
符合規範，但可以多寫點,0
Taxi 跟 Train的Get沒做,0
不符合GOOGLE規範,0
是的，超棒！,1
"有回傳值method的JavaDoc忘記加上 @return (回傳值的解釋)
ex:PlayGenerator的generateGestureByRandom()、GeneralGame的play()",0
"有小錯誤。
在ThreeCProduct.java中，turnOff()應依題目印出""3C shut down""而非""3C power off""。",0
"Cake.java, OrderCake and readyMadeCake.java 裡的成員變數沒有初始化",0
有符合變數命名,0
有的~很整齊,1
100分,1
沒有符合google check style的,0
棒,1
"不符合Google 規定，
tab須改用 double space",0
check style 沒過,0
有寫JavaDoc，讚讚,0
是整齊的,1
輸出錯誤，你compare方法裡的 else if (arr1[i] == Gesture.scissors && arr[i] == Gesture.stone) 應該是lose++ 而不是 win++,0
好,1
記得寫Javadoc,0
"是,完全符合 詳細好理解",0
有～,1
記得寫作業~,0
"第一題：17行加號前後要加空格
第二題：25、26行的分號後面要加空格",0
ReadyMadeCake的計算有錯誤,0
整齊易閱讀,0
但getBMI的部分寫到main.java裡面了,0
是抽出五個號碼不是六個喔,0
第一題題目只要求宣告一個變數,0
"沒寫code
",0
符號前後空格要注意一下,0
是，超棒的~,1
局數輸錯會輸出Please re-enter game count.(3 or 5)和Please enter game count.(3 or 5),0
這個也有！,1
還是沒有javadoc,0
gamecount -> gameCount (然後 pratice 拼錯了少個c),0
超整齊,1
"Output format is ""Score Average: %.2f\n"" , remember to add newline.
HW3 requires reinput when score is not legal and try until get 5 legal scores , your code won't check score when the last input is ilegal.",0
同學，你沒有寫,1
利用Reduce the random range來抽出隨機數，獨特的寫法! 然而當範圍大時，會需要大量記憶體空間。,0
注意一下game.java第30行要再多一個空行~~~,0
輸入的格式不符合老師要求，是Game over.不是game over,0
有寫 非常棒,1
類名不正確,0
"沒有mary的身高體重輸入
沒有在學生類別中定義兩個建構子,Main類別裡的建構子生成 
詳細在老師實習課講義裡有:Defining Class2",0
"棒！
",1
enum 那個沒有打JavaDoc,0
main class 上沒有 java doc,0
是的，符合規範且撰寫完善,0
否，Main檔裡的第22、52、60行的大括號前須有空格，第52、60行if的大括號前須有空格及第52行的if小括號裡面不應該多出一個空格。,0
goooooood,1
有轉換成功，不過題目要求變數宣告要是 int (整數型態)，且不用再另外開一個 .java 檔，src 內已經有 Temperature.java,0
還是沒寫,0
"Main 函式中未依題目要求使用建構子生成物件。
且 Main.java 中的第17行，輸入的身高單位應為(cm)，而不是(m)。",0
沒有寫Java Doc註解,0
無變數需命名,0
有符合題目需求,0
符合題目要求 但不知道為甚麼下載下來跑不動 我是複製貼上到新的IntelliJ才跑得動的,0
執行結果有符合題目要求，但變數過多，題目只要求三個,0
很棒可以用equalIgnore,0
輸出跟範例不一樣，範例在re-enter後還有一句enter,0
沒做,1
有通過Style Check,0
沒有變數哭了,0
符合目的喔,0
paaaaaas~,1
第12行的注解@param前面要有一個空行，可以使用Ctrl+Alt+L自動調整成對的註解格式,0
Main.java中的name、rate、weight、quantity，Cake.java中的name、rate，OrderCake.java中的weight，ReadyMadeCake.java中的quantity變數皆需初始化。,0
非常棒 很完整,1
Student檔案沒寫JavaDoc。,0
GeneralGame neww = new GeneralGame();的neww不符合命名規則,0
完全符合要求,0
整齊簡單,1
此次沒有變數命名,0
HighSpeedRail 裡面沒有寫到getter&setter,0
"讚
",1
"第一題：要輸出""Hello ANDY !""，不是Hello ANDY ! 
第二題：先印出index of last 'n': 59，再印出Computer，順序反了",0
抱歉之前沒有檢查到，但Student內的變數要給初始值喔,0
Your Main.java is purely clean.,0
"1. 應加上類似這樣的註解
/**
 * This is a StringOperation demo class.
 */
public class StringOperation {
/**
   * This is the main method.
   *
   * @param args output 指定句子.
   */
...
}
2. 程式碼與註解間應至少加上一個空格
3. System.out.println(""length: ""+ len);   --> System.out.println(""length: "" + len);
4. String sub = sentence.substring(28,35);  --> String sub = sentence.substring(28, 35);
     String replaced = sentence.replace(""e"",""1"");  --> String replaced = sentence.replace(""e"", ""1"");",0
沒有符合google style,0
"不知道是用的版本太新的關係，那個IDEA我沒辦法跑
不過單從程式碼上看沒什麼太大的問題",0
有符合 讚讚,1
是的，符合題目要求,0
(double)sum / 5 的 (double)後面要空格,0
很整齊,1
符合 清楚!,1
Perfect,1
"有符合題目要求
",0
是。做得好java人。,1
排的很好，沒有缺點,0
advancedGame的play沒寫javadoc,0
排版不整齊，大括號與大括號之間的多個空行應去除。,0
AdavancedGame中的rsltA、rsltN、comGest和GeneralGame中的arry及Main中的grnlG、plyrGest、plyrG、advcG不符合變數宣告命名標準,0
優,1
否，題目要求印出 Cake Array 中所有 Cake 物件的名稱以及倍率，不需要將 Cake Array 中所有 Cake 物件的價格一個一個印出來，只需要印出 Cake Array 中所有 Cake 物件的總價格。,0
空格的地方可以多注意,0
都對！但是程式碼太長,0
Main.java 跟Game.java沒排版,0
符合命名標準,0
還沒寫完了,1
pass 有些空格分行可以稍微整理統一一下會比較整齊,0
沒辦法執行,1
Student檔還是沒有初始化耶,0
有欸！,1
程式內無JavaDoc,0
變數命名符合標準,0
非常非常棒，符合題目要求,0
有印出Hello World!，讚。,0
可以加上註解，這樣可以更清楚每一行 code 在做什麼,0
輸入格式有誤喔，範例是一次輸入三種手勢，不用在每次輸入前都印出please...,0
命名都正確，但部分並未初始化,0
中規中矩，但程式碼偏凌亂、複雜,0
變數average需初始化,0
我輸入-1兩次就可以繞過驗證了,0
認真點,1
一開始的輸入錯了兩次後，將無法跑出結果，例如連續輸入兩個4。,0
"Main檔中第66行偵測出黃色警告，因為印出來的字串中並沒有包含%d,%s,%f,%c.....等格式化输出，所以沒有必要用到printf，使用print即可(我有上網查過了)",0
要記得寫JavaDoc喔><,0
有空白格或空白行在不該出現的地方,0
googlecheck回報很多錯誤,0
"你有初始化 enum value，所以 play 可以這樣寫：
if(user[i].getValue() != sysGesture[i].getValue()) {
                winCount += (user[i].getValue() > sysGesture[i].getValue() ? 1 : -1);
            }",0
"""Please re-enter the gesture""少一個句號。""You win!""和""You lose!""都可算比賽結束，在你的程式中只有在獲勝時才會結束遊戲。",0
輸入錯誤的話重輸入一個就好，不須重輸三個(有問過助教)。,0
"1. 你的輸出為""Hello ANDY"", 題目為""Hello ANDY !""",0
棒！,1
平手後不會重來，且不管怎麼玩都是平手,0
最終輸出應由Game.java回傳結果給Main.java，而後交由Main.java輸出結果,0
Good 類別命名符合標準,0
可,1
Great!!!!!!,1
程式排版有誤,0
輸出是ReadyMadeCake的Quanlity不是數量,0
是，都有符合！,1
有符合題目的輸出要求,0
可以去看助教講義第41頁,0
"當身高輸入錯誤，回傳""體重錯誤""；第一個物件須為初始化姓名、年齡、身高、體重，且並未使用方法內的身高體重，反而在主程式新增體重變數。",0
寫得真好，註解清晰,0
應加上更詳細註解，且輸出可以更加完整,0
系統並非隨機生成猜拳手勢，輸入固定組合會得到相同結果,0
寫得真好，變數名稱太帥拉,1
要記得寫作業喔><,1
組別跟平均只有第一組是對的,0
程式碼淺顯易懂,0
否，Google Checks 有地方有錯,0
阿good,1
"Greet:輸出不符合標準
StringOperation:index of last 'n'輸出多一個空格 ",0
對,1
是，變數也無過多情況,0
"我無法運作此程式，至少在我的電腦上不行。
當我輸入小於5的整數時，他能要我再輸入新的數，而當我輸入大於5他卻沒有印出結果。
我不是很肯定為甚麼無法運行，但在我的電腦上，你可以看到 App 的 else 裡面 ""int num[] = new int[5];""這行的 ""new int[5]"" 是灰色的。如果我沒記錯，這表示這個東西是未被使用的，所以我想，下一行應該未存取到你的隨機數字陣列。

在我觀察你的程式時還有一個小問題，你的輸出之間是沒有空格的，也就是說你的 num 之間會全部黏在一起，影響閱讀。",0
記得加上註解,0
Great,1
是 註解寫得很清楚,0
並未對變數初始化,0
是，排版非常整齊。,0
會出現重複的數字。(可能需要多試幾次才能看出此問題),0
嚴謹 有歸零,0
縮排是2格Space，不是4格Space,0
Way 記得轉成double，才不會出問題,0
你有記得耶QAQ，我忘了，你好棒！,1
PlayGenerator.java的'@return' 前面應有一個空行。,0
"GeneralGame.java 第7到9行會永遠為False，導致結果永遠不會有""Win""，原因是第6行的條件是""gestures[i] == temp""，若成立，到了第7~9行的if就不會成立，所以第6行應改為""if (gestures[i] != temp) {""，且Main.java第44、45行應該放在第29行for的迴圈外，也就是第46行的""}""下面，不然每次玩家輸入後，程式就會跑一次play()，但是play()應該要在玩家全部輸入完成後才執行的。第65、66行亦是如此。",0
Good Perferct!,1
"縮排用2格不是4格 陣列 逗號前不用空格 if, while, switch 的括號後須有空格",0
不符合，輸入錯誤應該要再重新輸入三個值,0
std2height......,1
JavaDoc沒有打完整,0
"第一題輸出為 “Hello ANDY !” ， """"上下引號需補上",0
請宣告一個railway類別的物件陣列,0
整齊但不符合Google Checkstyle,0
"第一題的Hello ANDY還是沒有改成“Hello ANDY !”
第二題的題目是拆解sentence為單字並在console印出""Computer""，並非使用BOOLEAN來對照是否相同，應該使用SPLIT",0
蘇胡,1
"	
是的，符合標準。",0
沒有初始化,0
有照規則命名,0
"可以加一點點註解
排版要注意",0
棒啦,1
是，讚喔,1
Good 變數命名都有符合標準,0
完成題目要求，且有加上註解,0
未上傳到Gesture類別twice QQ,0
做得好java人,1
整齊，但縮排可以更符合google規範,0
小數點輸出未處理完善，特定測資會出錯,0
很標準,1
大致上沒有問題,1
"train 的計算怪怪的
Tom 50.7 24
再稍微注意一下",0
超級棒!!連空格那些都有符合要求,0
沒寫code,0
是，經checkstyle檢查後無異狀,0
Main還沒有寫完,0
"1.Mary拼錯記得去掉一個
2.Mary體重輸入301.8沒有跳出輸入無效",0
code完全空白，未完成作業!,0
我輸入錯誤手勢時，計數器會重新計算,0
Game.java中的compare函式須加上@param和@return。Main.java中的main須加上@param,0
檔案沒辦法跑,0
比賽判斷錯誤，沒有在正確的檔案中輸出。,0
完美~,1
符合(OrderCake和ReadyMadeCake不用再宣告name ，rate了),0
JavaDoc不完整,0
符合題目，很棒!,0
"沒有對變數進行初始化
詳情請見物件導向實習PPT 4的第42頁說明",0
很抱歉，命名不能出現超過一個連續大寫字母,0
超過100分,1
"如果game count 輸入5後，會多印出了""Please re-enter the gesture.""",0
"System.out.println(""Hello World"");",0
1,1
"method的前面都要加上JavaDoc 
Class的JavaDoc要加在Class前面，不是裡面
可以用CheckStyle確認格式",0
沒寫所以讚,1
無變數,0
沒有宣告初始化,0
是，經由checkstyle檢查後無異樣,0
註解可以寫得更詳細一點,0
BMI輸出有問題,0
Greet.java 缺少 JavaDoc,0
分出勝負以後遊戲沒有結束,0
"1. System.out.printf(""Total price and quantity of all ReadyMakeCake objects: "");應改為System.out.print(""Total price and quantity of all ReadyMakeCake objects: ""); ",0
Good Job!,1
作業完成,0
當輸入101到109的時候，不應該輸出A。,0
"	
因為 LotteryGenerator中是while(this.maxNumber < this.lotteryNumbers)
因此lotteryNumbers要是5，當maxnumber==5時，才會有輸出值",0
有！你好猛！是我第一個評到有按照規定排版的！,1
撰寫得容易理解,0
重新輸入是3個都要重新輸入喔(不管前面輸入了多少個正確的字串)而且輸入的字串錯誤時要回傳Please re-enter your gesture,0
right,1
"你的最後一行的print
System.out.format(""Score Average:%2f"", avg / 5);
要%.2f
要有小數點才會取餘數到第二位",0
空白,1
PlayGenerator.java 缺少 Javadoc,0
雖然最後的樣子有符合，但題目有要求在compare方法裡要將系統生成之手勢與使用者輸入之手勢相比較並將結果存入字串陣列中，還有在Main.java中呼叫物件的compare方法，傳入使用者猜拳手勢陣列並輸出回傳結果。抱歉第一次沒檢查到。,0
輸出不符合題目要求,0
有整齊 方便閱讀,0
排版整齊且符合googlecheck標準,0
沒有讀完五個資料再輸出,0
還行,1
Good都符合,1
變數命名正確且有進行初始化,0
無,1
有寫出JavaDoc,0
student的checkstyle沒過,0
宣告變數後都有初始化,0
符合規範,0
student.java沒有javadoc跟一些其他的問題,0
變數使用正確,0
輸入錯誤不會清除之前的值 而是直接繼承下去,0
結果有符合題目要求,0
是 符合標準,0
yes,1
"程式並無回傳比賽結果。將回傳的結果存在字串再去判斷即可。 
(小建議:可以把while裡的 ||換成 &&就不用再寫if去判斷了)
",0
成績判斷部分 輸入100會輸出F       輸出部分  你的成績前面多了一個$,0
"寫法不太一樣,值得學習",0
在最後增加scanner.close();會更好,0
Main.java裡面if後面要有空格喔,0
否，排版未依照google規範,0
沒有使用註解!,0
未繳交,1
超強,1
Nice~,1
bad,1
是的，符合JavaDoc的規範。,0
Excellent,1
沒有完成作業,0
佳,1
是! 讚,1
"完美 !
",1
超棒的!!!，然後equal可以用ignore的,0
你裡面是空的，沒有程式,0
什麼都沒有,1
正確無誤，有註解更易解讀!,0
是，很棒！,1
好好好,1
有詳細註解 讚,0
中間可以分段一下ㄛ,0
greet的main上面沒有@param args的註解,0
empty,1
程式跑不了,0
每個public都要有JavaDoc,0
第二題的javadoc有少了一個.,0
Student 內的變數沒有給初始值， newtBMI和rockyBMI 有問過老師說變數名稱的BMI還是要小寫喔,0
好像沒改ㄟ,0
PlayGenerator.java 跟 GeneralGame.java 各有1個排版問題，請用check style確認,0
0,1
排版非常整齊,0
"Input taxi driver:5
Input taxi price:5
Input taxi way:200
Input train driver:G
Input train price:3.3
Input train road:6
Input train driver:J
Input train price:5.5
Input train road:3

All driver and price:
5 1000.0
G 19.799999999999997
J 16.5

output 再加油",0
有符合,1
第一次詢問局數時沒加(3 or 5),0
if跟switch都有用到讚,0
要排版哦(用CheckStyle檢查看看),0
平手後不會重來，且不管怎麼玩都是平手，在GeneralGame.java和AdvancedGame.java的play 方法裡要呼叫方法裡要呼叫generateGestureByRandom()，不是在Main.java裡呼叫，且Switch 块未定义 default 。[MissingSwitchDefault]，PlayGenerator.java裡generateGestureByRandom()應為Gesture型態，且要有回傳值,0
本次作業無需使用變數的部分,0
一堆CheckStyle錯誤,0
"javadoc要補上""傳入值""的解釋",0
是，有合適註解，沒有過於簡短的問題,0
"沒完成,沒出現Game tie",0
Wrong Answer: City.java第12行有錯誤。Main.java cityPopulation變數有錯誤,0
"1. 變數要宣告private，不是protected 
2. OrderCake.java 跟 ReadyMadeCake.java都多了一個針對 name、rate做初始化的建構子",0
"一樣是一行解決的部分，可以再修改一些，不必要太多的運算出現
但整體寫的還是很棒、很精簡",0
不符合要求,0
只叫我enter cake's name的話我不知道是要輸入order的或是ready的,0
main裡的aG不合標準,0
空白,1
逗號雖然不依樣，但我覺得不影響輸出,0
"""Hello World!"" not ""hello world"" ",0
否 平手後無法繼續執行,0
無方法須命名,0
否，Main檔有撰寫及符合JavaDoc規範，但是Student檔裡面缺少JavaDoc的撰寫，分別在第二、十八、四十五、五十五行的地方,0
"要印出“Hello ANDY !” ，不是""HELLO ANDY""
還有多了一個string.java的檔案",0
最後平均輸出沒有到小數點後第2位,0
Main ，Game裡面有數個未有適當的空格，同時也有多餘的空格,0
你是不是忘了git push?,0
讚,1
生成出來的樂透號碼沒有排序  而且下載下來中文會變亂碼,0
Nice~~~,1
什麼都沒有欸...再看看是不是沒有Push成功！,0
清楚明瞭,0
"是,且使用google check只有缺少了Java Doc而已",0
沒有程式碼,0
"public void set(String str, double dou) 應該改成public Cake(String str, double dou)",0
"你的""Please enter game round (3 or 5) : ""以及""Please re-enter game round (3 or 5) :""皆需要在round後面加上 count和句號，""Please re-enter yuor gesture""也要加句號(yuor改your)，在分出勝負時也要輸出""Game over""",0
"Main的第二個JavaDoc裡面要加上@ param args (傳入參數的說明 )

範例在 物件導向設計實習 - 4 - ProgEdu P41的第二個",0
很多地方需要用空格隔開。,0
程式碼區塊間可以有空行，這樣看起來會更整齊乾淨,0
無任何程式碼,0
"第一題沒有""　！＂
第二題甚至空白＝＝",0
uncompleted,1
interesting,1
運行了都沒有看到輸出，研究你的程式好久才發現是需要我先輸入，先輸出提示讓執行者知道要輸出比較好歐，或是至少寫上註解讓人知道要輸入比較好，不過運行上是沒有問題的，讚讚,0
"1.舉例 result == ""Game tie""應改為result.equals(""Game tie"");
2.你的Main檔蠻多黃色警告的喔，建議可以檢查一下",0
缺少Java Doc,0
太整齊了吧,1
沒有變數,0
未作答,0
"有的～～
",1
非常整齊， win lose 的判斷很精巧。,0
平均值計算錯誤,0
無Transportation.java,0
沒有依題目命名變數,0
G,1
什麼都沒有...,1
第二題的index of last 'n' : 為59、以及Computer少一個r,0
score 沒有初始化,0
student 的 JavaDoc 未符合標準,0
可行 但不能隨意更改輸入資料,0
不符合Google Checkstyle的標準,0
沒有寫Java Doc,0
你沒有寫到，下次記得,0
沒內容,1
我把你random出的手勢輸出，再根據必贏的手勢輸入，但是依據you lose。你compare的部分有錯誤，玩家贏的時候fin沒+1，所以一直輸，除非全部平手。,0
程式碼編寫整齊，讚,0
沒有打程式,0
寫了很多註解，很容易理解,0
整齊，但是其中格式是錯誤的應該要空兩隔的，變成四格,0
showBMI的BMI只要B大寫就好,0
阿是是是,1
沒有程式碼,0
SringOperation.java的檔案上傳成課堂上練習的東西了。,0
"符合標準
",0
GeneralGame 缺少 JavaDoc,0
main請加上@param。PlayGenerator.java中的generateGestureByRandom函式請加上@return。,0
"Main、GeneralGame、AdvancedGame
以及PlayGenerator都不符合Googlr Checkstyle",0
太厲害了，竟然有記得加上去,1
Greet +少空格,0
"有符合題目要求print出""Hello World!""",0
"for (int i = 0; i < railwayArray.length; i++) {
            Transportation railway;
            if (random.nextBoolean()) {
                System.out.print(""Input train driver: "");
                String driver = scanner.next();
                System.out.print(""Input train price: "");
                double price = scanner.nextInt();
                System.out.print(""Input train road: "");
                double road = scanner.nextDouble();

                railway = new Train(driver,price,road);
            }
            else {
                System.out.print(""Input taxi driver: "");
                String driver = scanner.next();
                System.out.print(""Input taxi price: "");
                double price = scanner.nextInt();
                System.out.print(""Input taxi way: "");
                int way = scanner.nextInt();

                railway = new Taxi(driver,price,way);

            }
            railwayArray[i] = railway;
        }
你的Train class 的price 的input 需是double型態，nextInt();=>nextDouble();",0
檔案裡沒有寫東西噎,0
寫得真完整,1
Good 很整齊,1
類別有符合命名,0
"沒寫程式碼
",0
印不出來，System 的 S 要大寫,0
是。畢竟這次沒命名。,0
但是可以不用同時加入setter 和 getter喔,0
要記得寫java.doc喔,0
Cake、OrderCake、ReadyMadeCake那邊的方法沒有JavaDoc(包括：@param 和 @return,0
完成 很棒,1
"* @param name input parameters. * @param age input parameters. * @param height input parameters. * @param weight input parameters. public Student(String name, int age, double height, double weight) 每一個public只要有輸入或return都要記得JavaDoc * @param return name public String getName() { return name; }",0
有達到要求,0
答案有符合題目需求,0
GeneralGame 少一個javadoc,0
有符合要求,0
"符合要求
",0
缺了些東西 不過還行,1
沒有寫類別,0
Cake裡的name、rate要初始化 OrderCake的weight要初始化 ReadyCake的quantity宣告完後要要初始化,0
你沒有輸入提示,0
沒有使用googlecheck來檢查，有極多錯誤，其中包含空格的位置,0
全部都沒有Javadoc,0
第二題Main裡面的JavaDoc可以再寫詳細點點,0
"Main.java，main上方須寫上傳入值args的解釋，EX: @param args input parameters.。
Student.java，兩個建構子及get、set函式皆須加上javadoc，@param用在解釋傳入值，@return用在解釋回傳值。",0
符合規格，讚讚,0
"1. 沒有依題目要求作答
2. 輸入時，都是輸入Sam的身高跟體重，但題目還有要求輸入其他人",0
"Game tie 之後應該要再印出""Please enter the gesture""，且僅有當遊戲結束才印出""Game over.""，平手後不用印。判斷是否為平局須看三次的結果，而非最後一次，程式需修改。當第一次就輸入錯誤時，i會變成 -1 導致傳入compare會出現""java.lang.ArrayIndexOutOfBoundsException""錯誤。",0
是。畢竟沒命名。,0
"否，第一次輸入是enter 不是 re-enter
",0
Game和Gesture不符合，Game沒有依規定空格，Gesture沒有javadoc,0
"符合
",1
"	
是的，符合題目要求。",0
沒有JavaDoc，太壞了吧,0
"否，輸出的結果應該要沒有""""的出現以及缺少""Game over""的字樣。",0
是 完全沒問題,1
整齊，但是縮排空格沒有依照老師的去做,0
"建議:
Main檔第41、77行註解掉會更精簡
第35、42行好像有點衝突喔~",0
否，程式碼編譯失敗,0
要記得print出Hello World喔><,0
題目要求Game裡的成員變數要用private,0
輸入是輸錯一次就要重輸不是三個輸完才重來，且有輸錯重來後就算輸入都對也跳不出迴圈，會一直要求重新輸入,0
中規中矩，但輸出打錯字(還看得懂)pupulation->population,0
沒有通知使用者是進入到 ordercake 還是 read my cake,0
Awesome,1
同學，你沒有寫完,1
沒有加註解,0
"成績輸入後不須印出成績
輸出格式不符
但其他都對owob",0
作業沒空寫?,1
你的main Function內的縮排有問題，不符合google style,0
有喔,1
"否
",1
你正確成績可以輸入六次，不符合題目五次，且規定要用switch你用else  if,0
少一個Transportation,0
有達到要求 但可以把樂透號碼輸出的[]用掉會更好 很棒,0
javadoc放錯位置喔,0
很棒,1
Main.java中的main請加上@param。Game.java中的compare函式請加上@param和@return。,0
沒有寫對題目的註解，題2的第3第4小題顛倒順序無備註,0
答案有達到題目要求,0
"a.play(user) 要改成 flag = a.play(user) 不然永遠為true，且最後若已結束遊戲要印""Game over.""",0
妥,1
有訂正了，很棒,0
"Maybe you can try to insert some newline between the code blocks, although that is unnecessary.",0
"一開始運行程式的第一個print不是re-enter
記得加上句號！",0
做得好！,1
有印出來，讚!,1
沒有寫,0
這就是傳說中的無字天書嗎?,0
兩個檔案皆沒有達到題目要求,0
student那個少一個javadoc,0
有符合~,1
第二個手勢輸入錯誤後 重新輸入只輸入兩個手勢就跳出結果,0
Main.java中的name、quantity，Cake.java中的name、rate，OrderCake.java中的weight，ReadyMadeCake.java中的quantity變數皆需初始化。,0
Student檔無初始化,0
有達到,1
完全符合題目要求,0
開頭和內部缺少Javadoc,0
絕,1
"縮進符寫錯了，應該改成tab size:2, indent:2, continuation indent:4
",0
輸入錯誤時只需重新輸入那一個不用全部重新輸入,0
超過100分就錯了,0
"兩個的縮排應為兩個空格  ,逗號前不能有空格",0
Greet.java 中 System.out.println() 最後一個+號後要空一格,0
ㄜ...畢竟你沒變動到原始code(?,1
讚讚,1
看起來甚麼都沒打?,1
"第一題：要輸出""Hello ANDY !""，不是Hello ANDY !
第二題：先印出index of last 'n': 59，再印出Computer，順序反了",0
符合JavaDoc規範,0
整齊，但縮排有誤,0
恩恩 不錯哦,1
nums沒有初始化,0
沒有打JavaDoc喔,0
google check 有顯示if後面要空格。,0
只有Main的排版符合Google checkstyle的標準,0
"符合google規範
",0
greet的main上面沒有@param args註解,0
是，但第一題變數內容與題目不符,0
有完成作業,0
是，很好,1
JavaDoc 不符 Google checkstyle 規定,0
"	
程式在Game over後未中止",0
"Hello bro
hola bro muy bien la",1
"第二題：等號和小於前後應加空格、分號和逗號後面應加空格、for和if後面應加空格、if需用大括號將內容括起、大括號與小括號之間應有空格、變數index,reaplaced聲明和第一次使用距離太多行。
繳交前可以先用CheckStyle確認。",0
Dynamite,1
是，有JavaDoc且符合規定。,0
score無初始化,0
是，有符合命名，不會讓人看不懂再寫什麼,0
完美 !,1
沒有印出HelloWord呢,0
"GeneralGame.java 和 AdvancedGame.java 的共同錯誤：
在play方法中，手勢平手時，win=0是錯誤的（原因：假設要比3場，前2場使用者贏，最後一場平手，那麼比賽結果應該是使用者贏，但結果卻是回傳Game tie）

GeneralGame.java 和 AdvancedGame.java 中沒錯但可以寫得更好：
play方法中不用再建立一個GeneralGame或AdvancedGame的物件，因為你已經繼承PlayGenerator類別了，所以子類別可以直接用generateGestureByRandom方法

Main.java 錯誤1（第44行）：
手勢輸入錯誤時，之前輸入對的手勢可以繼續取用，並不是輸入錯一個就要全部重新輸入

Main.java 錯誤2（第49、52、55行）：
第49行System.out.println(general.play(input));
第52行System.out.println(advanced.play(input));
分別會和第55行
while (advanced.play(input).equals(""Game tie"") || general.play(input).equals(""Game tie""))
產生問題（原因：play方法執行了兩次，例子：執行第49行時假設結果是You win!，但52行卻是Game tie或You lose!）
",0
"印出 Cake Array 中所有 Cake 物件的名稱以及倍率
使用 toString() 方法 這個沒做到喔",0
GeneralGame 和 PlayGenerator 類別未通過 Google Checks,0
有!!!!,1
整齊易看,1
平手後即結束遊戲，需迴圈直到有勝負。win lose 的判斷有問題，可能需要debug 一下，有時stone vs stone 會有win++的問題,0
"OrderCake.java , ReadyMadeCake.java 缺少 javadoc",0
Student.java 中 public static double BMI()方法上面要空一行,0
"Checkstyle : 行內含有制表符tab。
點擊右下角 ""Tab*"" -> ""Reindent File with 2 Spaces""",0
"題目：將系統生成之手勢與使用者輸入之手勢相比較並""將結果存入字串陣列中""，這邊只有回傳相比較後的結果，沒有將結果存入另外的字串陣列中//Main檔中 題目：將輸入的猜拳字串""轉換為Enum型態並存入陣列
，其陣列儲存的資料型態須為Gesture""，我沒有看到main檔裡有Gesture的資料型態//另外題目：呼叫物件的compare方法，""傳入""上述使用者猜拳手勢陣列並輸出回傳結果，這邊您並沒有傳入的動作

",0
General game裡的 if (gestures[i] == g) 應改為if (gestures[i] != g) 才正確,0
否，你沒寫JavaDoc,0
輸入第1個變數就不會動了,0
很多縮排是錯的,0
Game.java 沒有 JavaDoc,0
有達到 讚,1
